Metin;Durum
Ürün görseldeki gibi değil ekranı kalitesiz sönük baya kötü birşey beklediğim gibi hiç değil ama illede alırım derseniz birşey diyemem bizim eskiden aldığımız tetrisler bunu 100e katlar kargo işide biraz sıkıntılıydı;0
Ürün geldiği gün çok güzel oynanabiliyordu fakat yaklaşık 2 gün sonra ekranında bozulmalar olmaya başladı. Ses sistemi bozulmaya başladı ve şuan tamamen gitti hiç ses gelmiyor.;0
ürün çalıştığında sürekli ekran gidiyor kablosu da çok kısa TV de oynamak imkansız zaten oynanmiyorda hiçbir şekilde trendyola yakışmayacak bir ürün;0
Ürün kutusunu açtığımda ekran koruyucusunun yarısının kalktığını gördüm ve üzerinde çizikler vardı kullanılmış ürün olabilir. Ve içerisinde 500 oyun gözüküyor öyle yazıyor cihaz içinde fakat aynı oyundan içerisinde 7 veya 8 tane var pişman oldum aldığıma. Fiyat performans sıfır.;0
Ekran çözünürlüğü göz bozacak derecede kötü,tuşlar bir kerede basmıyor,bir heves sipariş verdim fakat hayal kırıklığı...;0
Tek urun gonderıp ıkı urun parası alıuorsunuz ıade ettım paramın tamamını eksıksız yukleyın madur etmeyın;0
Göründüğünden daha basit bir yapısı vardı ve ecet çok oyun seçeneği gözükmesine rağmen farklı oyunlar değillerdi beklediğim gibi çıkmadığı için iade ettim;0
Ürün çok güzel, tam nostalji yaşatıyor. Ancak mayısta aldığım ateri 4 ay sonra kullanılamaz hale geldi. Çünkü bataryası şiştiği için arka kapağı kapanmıyor aynı zamana da sarj tutmuyor. Umarım yeni bir batarya ile sorun çözülür. Çünkü oynamak gerçekten çok keyifli;0
Daha alalı 3 ay oldu ve kendi halindeki makinenin ekranı bozuldu gerçekten para veripte eğleneceğinizi düşünmeyin :(;0
Ürünü aldık bi saat oldu kullanalı ekran bi anda kararmaya başladı ve bi kaç dakika sonra ses var ama görüntü tamamen yok oldu sanki çok kullanılmış gibi hiç beğenmedim;0
Ürünü şarjdan çıkarınca çalışmıyo o yüzden şarjdayken oynadık bu seferde ilk günden bataryası şişti atmak zorunda kaldık ve bazı oyunlar açılmıyo tavsiye etmiyorum;0
Gösterildiği gibi değil ekran kalitesi yada oyunların oynanması hiç zevkli değil eski gri gemboyumuz çok daha iyi;0
Değmez çok kullanışsız tavsiye edenler nasıl ediyor anlamış değilim;0
Ürünü bir hevesle aldım bir kere açıldı ekranı maalesef bir daha açılmadı siyah ekran kaldı...;0
şaj tutmuyor ve sarja takılı iken cızırtılı sesler geliyor iade;0
Kesinlikle alınmaması gereken bir ürün. Verdiğim paraya çok acıdım.;0
Çok kaliteli bişey beklemeyin ama mario oynamak için bile alınır;2
Ürünü bir hevesle aldım bir kere açıldı ekranı maalesef bir daha açılmadı siyah ekran kaldı...;0
maalesef beyaz bir ekrandan baska bir sey acilmiyor iade edecegim;0
Başarılı bir ürün değil sesi az çıkıyo tuşları çok sert be Türkçe menü yok;0
istediğim renk gelmedi ve görüntü kalitesi çok düşük;0
Gayet güzel eğlenceliydi ancak 2. Gün ekranı gitti anlamadım yani siyahlandı iade ettim mecburen ??;0
sarj olmuyor çocuğum eline alıp bir kere oynayamadı iade edeceğim;0
şarja bağlı olmadan çalışmıyor, bikaç oyun oynanmıyor iade ediyorum;0
Daha 1 hafta kullanamadan şarja taktığımızda patladı yanık kokusu geldi;0
Ekranı kırık- arkası çizik- inanılmaz kötü bir ürün geldi;0
Ürünü onca yapılan yorumlara göre almıştım ama sonuç hüsran beş para etmez bence;0
tavsiye etmiyorum. kapandıktan sonra oyunlara kaldığın yerden devam edemiyorsun;0
Işık ayarı yapılamadığı için yansıma yapıyor ve gözü çok yoruyor. 1 oyun bile oynayamadım neredeyse.;0
Boşuna para vermeyin ben geri gönderecektim müsait olamadım bir türlü;0
çok fazla kullanamadık yere düştü bidaha da çalışmadı;0
Kırık geldi ürün gerçekten çok basit duruyo hiç tavsiye etmiyorum.;0
Beyenmedık baska bırıne verdık.;0
beğenmedim çok kullanışsız;0
Yüksek kaliteli birşey beklemeyin.;0
Paranıza yazık asla değmez 2 günde bozuldu;0
Şarjı 30 dk gidiyor çok iyi değil;0
Çok kotu ama ıade ermedık;0
Bazı oyunlar çalışmıyor.Tv’e bağlantı yapılmıyor.;0
Çok sağlam bir şeye benzemiyordu;0
"İkinci konsolu yok. Hemen bozuldu ;(";0
Düşündüğümüz gibi değil içerik daha düzeltilebilir;0
Çok kaliteli bir şey beklemeyin idare eder;0
Ben aldıktan sonra fiyatın düşmesi ??;0
Güzel bi ürün ama ekran kalitesi hoşuma gitmedi;0
Keyiflii. Şarjı da iyi gidiyor, paketleme güzeldi;1
Ben aldıktan sonra fiyatın düşmesi ??;1
Keyiflii. Şarjı da iyi gidiyor, paketleme güzeldi;1
Şarjı çok çabuk bitiyor...;0
rengi farklı geldi ve görselden küçük daha büyük bekliyorduk;0
Cozunurluk kotu;0
Çok dandik;0
????????????;0
fena değil.;2
oğlum beğenmedi.;0
Çok sevemedim;0
İdare eder..;2
güzel ürün;1
Güzel bir ürün;1
Ürün fiyatına göre gayet kaliteli çocuklar içinde kullanışlı bi ürün;1
fiyat performans ürünü;1
ürünü hiç beğenmedim çok basit çoğu oyunu açamıyoruz;0
Çok dandik çıktı bazı oyunlara girmiyor tuşları tutuklu kalıyor;0
Ürün beklentimin çok altında, basit plastik bir şey bu paraya asla değmez;0
Siparişi 13 haziranda verdim 1 temmuzda geldi. Bu yüzden tavsiye etmiyorum;0
ürünü hiç beğenmedim. nostalji yapma umuduyla aldım ama fazla kalitesizdi. tavsiye etmiyorum;0
Hemen bozuldu, ürün çok kalitesiz. Kesinlikle para vermeyin boşuna...;0
2 dk bakınca gözüm ağrıdı. Geri iade ediyorum malesef.;0
Trendyoldan almayın aldırmayın;0
Ambalaj paketleme ürünün kalitesi güzel gerçekten çok beğendim çok hızlı elime ulaştı gönderici firmadan alışverişlerinizde hiç düşünmeden sipariş verebilirsiniz ??;1
küçük bir şey beklentiniz çok büyük olmasın.kirmizi sipariş verdim siyah geldi;0
Yorumlara bakarak aldım. Çok basit sesi görüntüsü vs herşeyi. Kesinlikle tavsiye etmiyorum.;0
şarj kablosu 10 cm falan ve şarja takılı olmadan çalışmıyor iade edicem;0
Ekranı çok küçük ve hiç kaliteli durmuyor, maalesef iade;0
Ürün tuşları bozuktu boyutu küçük kabloları kısa iade edicem bu fiyata alınmaz;0
çok kaliteli birşey beklemeyin ekran ve görüntü kalitesi hiç iyi değil.;0
Ürün beklentimin çok altında, basit plastik bir şey bu paraya asla değmez;0
Kesinlikle tavsiye etmiyorum içerisinde batarya bile çıkmadı çok dandirik;0
Trendyoldan almayın aldırmayın;0
küçük bir şey beklentiniz çok büyük olmasın.kirmizi sipariş verdim siyah geldi;0
çok kaliteli birşey beklemeyin ekran ve görüntü kalitesi hiç iyi değil.;0
Ürün tuşları bozuktu boyutu küçük kabloları kısa iade edicem bu fiyata alınmaz;0
İki günde şarjı bozuldu boşuna paranıza yazık etmeyin;0
Ürün elime ulaştı fakat sesi cızırtılı geliyo, iade etmeyi düşünüyorum.;0
Begenmedim çocuk şeyi gibi tuşlar doğru düzgün çalışmıyo ve aşırı dandik bir malzemesi var.;0
fiyatı uygun ama görüntü kalitesini hiç beğenmedik o yüzden iade ettim;0
Ekranı çok küçük ve hiç kaliteli durmuyor, maalesef iade;0
fenomenleri ovguyle bitiremedigi fiyatindan oldukca altinda olmasi gereken bir alet. gereksiz;0
2 dk bakınca gözüm ağrıdı. Geri iade ediyorum malesef.;0
şarj kablosu 10 cm falan ve şarja takılı olmadan çalışmıyor iade edicem;0
Ambalaj paketleme ürünün kalitesi güzel gerçekten çok beğendim çok hızlı elime ulaştı gönderici firmadan alışverişlerinizde hiç düşünmeden sipariş verebilirsiniz ??;1
Hemen bozuldu, ürün çok kalitesiz. Kesinlikle para vermeyin boşuna...;0
2 dakikadan uzun kullanılamıyor görüntü kayboluyor hemen;0
Yorumlara bakarak aldım. Çok basit sesi görüntüsü vs herşeyi. Kesinlikle tavsiye etmiyorum.;0
Ürünün inanılmaz basit kasası var.Ayrıca şarj kesinlikle tutmuyor.;0
görüntü kalitesi sıfır aldigim gini geri gonderdim;0
hic kimseye tavsiye etmiyorum bataryasi şişti alalı 1 ay oldu bu kadar kötü oldugunu bilmiyordum;0
Klavye gibi bir şey geldi hiç anlamadım geri gönderiyorum;0
Orjinal gelmedi pilide bozuktu;0
3. kullanışta bozuldu;0
kalitesi cok kotu bir urun;0
Aşırı dandik bir ürün.;0
Tuşları güzel basmıyor;0
Basit verdiğin paraya değmiyor;0
Sarji on dakikada bitiyor;0
almayın tavsiye etmiyorum;0
hep ayni oyunlar var 400 oyun kesinlikle yok;0
Ürünü beğenmedim kullanişsiz iade edeceğim;0
kalitesine gore fiyatı daha düşük olabilirdi ??;0
Tuşları güzel basmıyor;0
Sarji on dakikada bitiyor;0
dandik bir ürün Türkçe dil yok;0
almayın tavsiye etmiyorum;0
Basit verdiğin paraya değmiyor;0
Aldığımızın 3. Gününde bozuldu;0
Bataryası sıkıntılı geldi;0
İdare eder;2
Beğenmedim;0
Daha iyi olabilirdi;0
eh fena değil.;2
Çocukluğumuza döndük;1
Çok gerekli değil;0
Eh işte idare eder;2
Ürün çok güzel fakat bir süre sonra insan sıkılıyor;2
ürün kaliteli çocukluğuma döndürdü eğlenceli bir oyuncak;1
Ürün çok güzel kaliteli bir ürün sesi yüksek ama ayarlanabiliyor güzel hemen alın;1
Efsaaaneeee herseyi tv baglanmca görüntü kalitesi de gayet iyi;1
urun fiyatina gore gayet kaliteli urun.;1
Vasat ve kalitesiz iade sürem dolduğu için Başka birine hediye ettim.;0
oyunlari acmiyor cenazemden dolayi iade edemedim mario yok. sarj hemen bitiyor memnun kalmadim;0
Kirmizi siparis ettik. Siyah yollamislar. Kalite berbat. Sakin aldanip almayin;0
Aldım yarım saat sonra ekran karardı hiç memnun değilim;0
Hediye olarak aldım ve üstümde sup yazmıyordu kötü bir satıcı almayın derim burdan;0
Oynadiktan 5 dk sonra ekran kararıyor verdiğim paraya yazık;0
şarj yeri skntili hemen arızalandı iç kısma kaçtı duvar şarjı aldık onunla şarj ediyoruz;0
fiyat iyi diye aldik ama ileri tusuna basinca otomatik kapaniyor ve cok küçük.iade ettim;0
Vasat ve kalitesiz iade sürem dolduğu için Başka birine hediye ettim.;0
oyunlari acmiyor cenazemden dolayi iade edemedim mario yok. sarj hemen bitiyor memnun kalmadim;0
fiyat iyi diye aldik ama ileri tusuna basinca otomatik kapaniyor ve cok küçük.iade ettim;0
2 adet aldım Şarj girişi ertesi gün bozuldu asla önermiyorum.;0
Ürün elime ulaşmadığı için yorum yapamıyorum ne yazık ki;0
Kirmizi siparis ettik. Siyah yollamislar. Kalite berbat. Sakin aldanip almayin;0
Fiyatına göre gayet kaliteli bir ürün. Ses ve görüntüsü gayet güzel. Ekrandaki renkler canlı. Sesi istediginiz gibi kısıp acabiliyorsunuz ama ekran parlaklıgını ayarlayamıyorsunuz. Tesekkürler;1
Oynadiktan 5 dk sonra ekran kararıyor verdiğim paraya yazık;0
şarj yeri skntili hemen arızalandı iç kısma kaçtı duvar şarjı aldık onunla şarj ediyoruz;0
Kırmızı istememe rağmen bana siyah göndermişler dikkat yok!;0
berbat otesi asla almayin ekran rengi bile yok dogru duzgun fiyasko;0
Çok güzel beğendik;1
2 saat sonra bozuldu buzlu ekran verdi 4 gündür inceleniyor bi sonuç alamadım iade bekliyorum;0
urundeki istedigimiz oyunlar açilmiyor o yuzden iade edicez;0
Berbat çok dandik aldık aynı gün şarj soket yeri kurıldı kesinlikle tavsiye etmiyorum;0
Ürünün pili hemen arızalandı yalnızca 1 kez kullanabildim. Süs niyetine duruyor evde;0
Aldığım ürünün şarj yeri yok bildiğiniz yok ya ... şarjı bitti kullanamıyorum şuan.;0
Ürün çok kötü 1 ay olmadan şarja takıldığında cihaz yandı alınmaz kesinlikle;0
Şarja bağlı olmadan çalışmıyor, paranıza yazık asla almayın.;0
Idda edilen tarihte gelmedi bu fiyata daha iyi ürünler alınabilir.;0
Çok kalitesiz basit duruyoe;0
KIRMIZI İSTEDİM SİYAH GÖNDERİLDİ;0
parasına değecek ürün değil;0
Ertesi gün bozuldu ya şaka gibi.;0
Asla bu para etmez. kesinlikle çöp;0
Berbat iki günde kırıldı;0
Çizikti basit Ucuz duruyordubeğenmedim iade ettim;0
kırmızı almıştım siyah geldi;0
Kötü çok küçük görüntükalitesix;0
pillisini yapın sarj cabuk bitiyo;0
Çok kalitesiz. 2. Gün kırıldı ve çöpe attım;0
Çizikti basit Ucuz duruyordubeğenmedim iade ettim;0
Berbat iki günde kırıldı;0
Kalitesiz uzun ömürlü degil 1ayda bozuldu;0
cabuk bozuldu sarz yeri;0
Sadece arapca ve ingilizce ..begenmedim ben;0
çok dandik hiç almayin;0
Görültü daha iyi olabilir su;0
tuş kalitesi çok kötü;0
cok basit bir ürün degmez bu paraya;0
Çocukluk oyunlarııım. Şarj olmuyodu üzülerek iade;0
Kötü çok küçük görüntükalitesix;0
Aldığım gün bozuldu böyle kalitesizlik görmedim;0
Olmasada olurmuş ama aldık işte meraktan;0
kaliteli bir ürün değil olmasa da olur;0
Görüntü kalitesi iyi değil;0
Kırmızı istedim, mavi geldi.;0
Küçücüükkk;0
kalitesiz bir ürün;0
idare eder;2
hızlı teslimat;1
fiyatına göre çok kaliteli bir urun değil. memnun kalmadım.;0
heryaşa hitap eden çok eğlenceli :);1
eglencelimi eglenceli;1
Çok kaliteli hızlı kargo;1
Çok güzel tavsiye ederiz;1
Fiyatina gore iyi;1
Ürün sadece 1 tane geldi 2 tane istemiştim;0
bozukkkk oyublar ilk seferden sonra cogu calismiyo;0
uyduruk biir ürün boşuna para kaybetmeyin;0
Çok kalitesiZ tavsiye etmem;0
Bozuldu hemen sakın almayın;0
Çok basit duruyor hemen bozuldu şarj tutmuyor.;0
Abartıldığı gibi değil gereksiz oyunlar var;0
Çok küçük ve kalitesiz iade edeceğim;0
Haftasi dolmadan bozuldu , husrana ugradik ...;0
Şarjı yarım saatte bitiyor;0
Ürün sadece 1 tane geldi 2 tane istemiştim;0
hic gosterildigi gibi degil;0
Fotoğraftaki gibi değildi almayın;0
Ürün oldukça dandik tavsiye etmiyorum.;0
bazıi oyunlar belli bir süre oynayınca bozuluyor.;0
görüntü kalitesi çok kötü;0
2 gün içinde ekranı karardı. Çok kalitesiz;0
Beğenmedim iade ettim;0
şarjjı çok çabuk bitiyor;0
bozukkkk oyublar ilk seferden sonra cogu calismiyo;0
3 gün sonra bozuldu. almayın;0
görüntü kalitesi iyi degil;0
Kesinlikle tavsiye etmem;0
Sesı kısamıyorsunuz ve cok yüksek sesli;0
Vermeyin para çöp olur;0
Ürün hiç güzel değil beğenmedim iade ettim.;0
Kesinlikle almayın, hemen bozuluyor paranıza yazık;0
Tuşlar çok küçük;0
hayatımda oara verdiğim en gereksiz şey;0
Çok kötü iade ettim çok kalitesiz arkadaşlar;0
ses görüntü kalitesi 0;0
Cocuklugumuza donmek guzel ??;1
Aldim 2 hafta sonra bozuldu;0
Görüntü bozulup gidiyor kesinlikle tavsiye etmem;0
Çokkk kötü hiç beğenmedim malesef;0
uyduruk biir ürün boşuna para kaybetmeyin;0
kırmızı istedim siyah geldi;0
çok kalitesiz görsellere aldanmayın;0
Ekran kalitesi çok kötü oğlumuz hiç oyanayamadı;0
Kablosunu cikarinca çalışmıyor, iade ettim;0
Renk beyaZ geldi , ekran çok küçük , göz yorucu ..;0
Çok dandik;0
ekranı sıkıntılı;0
beğenmedim.;0
beklediğimden kötü;0
400 oyun yok;0
tam bi fiyasko;0
gereksiz bir şey;0
çok basit bir ürün.;0
Güzel eğlenceli;0
gereksiz bir konsol;0
ÇOK ÇABUK BOZULDU;0
Çok beğendim tam istediğim gibi;1
Harika bir ürün. Kalitesiz diyenler PS4 alabilir.;1
Kaliteli tavsiye ediyorum şık.;1
Kaliteli ve iyi bir gameboy tavsiye ederim;1
Eğlenceli;1
Pilleri bitik geldi. Kullanamadık ??;0
açma kapama tuşu kırılıyor;0
Ürün 1 ay içinde bozuldu anlamadım??;0
Ürünün kalitesini beğenmedim;0
Aşırı dandik, tavsiye etmem.;0
beklediğimiz gibi olmadı .;0
Daha alalı 1 ay olmadı şarj olmuyor;0
beklediğimden çok daha küçük ve dandik;0
cok kötü bozuk bide üstelik;0
Kırmızı istedik,siyah geldi??;0
Urun 2 kullanımda ekranı karardı hic güzel degil;0
Çok çabuk bozuldu şarj yerini çok basit yapmışlar;0
Aşırı kalitesiz bir ürün.;0
Ekranı cok küçük kullanışsız hoşuma gitmedi;0
Çok kötü hemen bozuldu;0
Çok küçük kırmızı seçtim siyah geldi;0
2 dakika sonra ekranı kararıyor ve kapanıyor;0
Tek renk beyaz geliyor;0
beğenmedim kalitesi epey düşüktü;0
Hiç göründüğü gibi büyük değil;0
Çok kalitesiz verdiğim paraya çooook yazık;0
Ürün bildiğiniz plastik hiç gözüktüğü gibi değil;0
Gereksiz Bi alet.;0
Baya kalitesi kötü;0
Çok kötü ??;0
Memnun kalmadım;0
kalitisiz almayin ??;0
Çok basit değmez;0
Fena değil..;2
İdare eder;2
Çok hızlı geldi gayet güzel;1
Coook begendiiimmm bu paraya bu kalite harika;1
hiçbir işe yarmiyor;0
Çok güzel eğlenceli;1
oğlum çok sevdi..;1
İade ettim;0
GÜzel shshsb;1
Çok kalitesiz;0
Sıfır kalite;0
Geldiği gün bozuldu;0
Çok dandik almayın;0
bosa para harcamayın;0
begenmedim acıkcası;0
Ekranı aynısı değil kötü;0
Görüntü kalitesi ??;0
kötüü kalitesiz;0
Daha kaliteli olabilirdi fakat tam nostalji??????;2
Çok basit :);0
Rezalet...;0
2.günü bozuldu;0
Rengi Sari geldi;0
Uyduruk çok basit;0
Hemen bozuldu;0
çok basit kalitesiz duruyor beklentiniz yüksek olmasin.;0
Biraz kalitesiz ama yine de beğendim;2
guzel eglenceli;1
Ekranı çok büyük ve kaliteli değil göz yoruyor ama çocuklar için fena sayılmayan bir ürün;2
Ürün bekledigim şekilde ve hızlı geldi. Içinde 400 tane oyun var ve kalitesi çok iyi. Zaman geçirmek isteyenler için önerebilirim :);1
Evde kalınan sürede çok iyi vakit geçirilir :) kesinlikle alın pişman olmazsınız ve özellikle de bu fiyata düşmüşken ????????;1
35 yaşında aniden 9 10 yasa döndüm. süper bir oyun. evet çok aman aman kalite beklemeyin ama zaten eskidende bu kalite ekran vardi. en azından radyasyon yaymadan çocuklar oyun oynar diye aldım elimden düşüremedim ki çocuklara fırsat kalsin ??;1
Bende bu rengi aldım oglum küçük oynayamiyo ama ben bayıldım eski oyunlar hep var o yüzden kaldırdım eminim oglum da anlayınca bayilacaktir??;1
yeniden çocukluğumu yasiyorum resmen agir degil hafif renk kalitesi cok.guzel elimizden düşmüyor artik;1
Ürünün hem fiyatı uygun hemde çok güzel bir çok oyun var ilgilenenlere tavsiye ederim;1
Göründüğü gibi kaliteli ürün degil;1
Kargom 2 günde elime ulaştı. Paketleme çok güzel teşekkürler. Ürün düşündüğüm gibi tam nostaljik 90larda hissettim kendimi. Görüntü kalitesini çok büyük bişey beklemeyin. Beğendim;1
